name,category_list,funding_total_usd,status,country_code,state_code,city,funding_rounds,Investors,Number_of_Investors,Acquirer,Acquirer_Category,Acquirer_Country,Acquirer_State,Acquirer_City,Acquired_Price,Acquired Currency,county,founded_at,Coordinates
Enlight Research,Software,1.4,operating,USA,NC,Durham,1,Clarkston Consulting:1400000,1,-,-,-,-,-,-,-,Durham,2011,40.664274:-73.9385
Enlighted,Software,55.625,operating,USA,CA,Sunnyvale,5,Draper Fisher Jurvetson (DFJ):54000000.0|Draper Nexus Ventures:40000000.0|Intel Capital:54000000.0|Kleiner Perkins Caufield & Byers:54000000.0|RockPort Capital:40000000.0,5,-,-,-,-,-,-,-,Santa Clara,2009,37.479736:-122.148097
Enlitic,Health,15,operating,USA,CA,San Francisco,3,Capitol Health Ltd:10000000,1,-,-,-,-,-,-,-,San Francisco,2014,37.56031:-122.3106
Springbox,Marketing,12.31,operating,USA,TX,Austin,2,Atoll Asset Management:10340000|Chesapeake Partners Management:10340000|Diker Management:10340000|Galleon Group:10340000|The Clark Estates:1970000,5,-,-,-,-,-,-,-,Travis,2004,35.980964:-78.905647
Enlyton,Software,0.75,operating,USA,TX,Austin,2,Central Texas Angel Network:425000|Discovery Alliance LLC:425000|Fluid Innovation Group:325000|Southwest Capital:425000,4,-,-,-,-,-,-,-,Travis,2012,37.385784:-122.026323
Enmetric Systems,Software,3.735202,operating,USA,CA,Belmont,2,Lakewest Venture Partners:1500000|Navitas Capital:1500000,2,-,-,-,-,-,-,-,San Mateo,2008,37.727239:-123.032229
enosiX,Software,4.3,operating,USA,OH,Cincinnati,1,Allos Ventures:4300000|CoreNetwork:4300000|Mutual Capital Partners:4300000,3,-,-,-,-,-,-,-,Hamilton,2014,30.307182:-97.755996
ENOVIX,Services,17.250003,operating,USA,CA,Fremont,2,DCM:17250003.0|Sofinnova Ventures:15000003,2,-,-,-,-,-,-,-,Alameda,2006,30.307182:-97.755996
Enphase Energy,Technology,76.5,ipo,USA,CA,Petaluma,3,Applied Ventures:62500000.0|Bay Partners:62500000.0|Madrone Capital Partners:62500000.0|RockPort Capital:62500000.0|Third Point Ventures:62500000.0,5,-,-,-,-,-,-,-,Sonoma,2006,37.514398:-122.294475
Enpirion,Hardware,59,acquired,USA,NJ,Hampton,4,Canaan Partners:53000000.0|Columbia Capital:53000000.0|Intel Capital:37000000.0|QuestMark Partners:16000000|RRE Ventures:53000000.0|SAS Investors:53000000.0|Scale Venture Partners:36000000.0|Xilinx:20000000,8,Altera,Semiconductors,USA,CA,San Jose,140000000,USD,Hunterdon,2001,39.139902:-84.506446
Enplug,Marketing,3.7,operating,USA,CA,Culver City,3,AFSquare:1200000|Amidi Group:2500000|DominateFund:2500000|Idealab:2500000|Juniper Networks:2500000|Oaktree Capital Management:2500000|Plug & Play Ventures:1200000|StartEngine:1200000|zPark Capital:2500000|Bill Gross:2500000|David Cohen:2500000|Hossein Eslambolchi:2500000|Howard Marks:2500000|Justin Caldbeck:2500000|Rasoul Oskouy:2500000|Ross Levinsohn:2500000|Troy Carter:2500000,17,-,-,-,-,-,-,-,Los Angeles,2012,37.494373:-121.941117
ComQi,Software,28,operating,USA,NY,New York,2,Amadeus Capital Partners:18000000|Ithmaar Bank:28000000.0|Wellington Partners:18000000,3,-,-,-,-,-,-,-,New York,2011,38.242618:-122.628434
Enrou,Finance,0.15,operating,USA,CA,Los Angeles,1,Steve Case:150000|Troy Carter:150000,2,-,-,-,-,-,-,-,Los Angeles,2014,40.70455:-74.97157
Enroute Systems,Software,2.642814,operating,USA,WA,Bellevue,4,Keiretsu Forum:810000|Puget Sound Venture Club:810000|ZINO Society:810000|Ford Smith:810000,4,-,-,-,-,-,-,-,King,2008,34.00582:-118.396781
Ensenda,Software,12.1009,operating,USA,CA,San Francisco,2,Alloy Ventures:12100900.0|Bay Partners:12100900.0|QuestMark Partners:12100900.0,3,-,-,-,-,-,-,-,San Francisco,2001,40.664274:-73.9385
Ensequence,Marketing,86,operating,USA,NY,New York,3,Myrian Capital:26000000|Clay Mathile:20000000,2,-,-,-,-,-,-,-,New York,2000,34.019394:-118.410825
Enservco Corporation,Services,40,operating,USA,CO,Denver,1,PNC Financial Services Group:40000000,1,-,-,-,-,-,-,-,Jefferson,1974,47.597839:-122.156489
Enservio,Finance,16.1,operating,USA,MA,Needham,1,Bain Capital Ventures:16100000|Matrix Partners:16100000,2,-,-,-,-,-,-,-,Norfolk,2004,37.727239:-123.032229
Ensighten,Finance,108.5,operating,USA,CA,San Jose,3,FLOODGATE:15500000|Insight Venture Partners:93000000.0|Lead Edge Capital:68500000.0|Mack Capital:53000000|Silicon Valley Bank:53000000|The Halo Fund:15500000|Volition Capital:68500000.0,7,-,-,-,-,-,-,-,Santa Clara,2009,40.664274:-73.9385
enSilo,Software,12,operating,USA,CA,San Francisco,2,Carmel Ventures:12000000.0|Lightspeed Venture Partners:10000000,2,-,-,-,-,-,-,-,San Francisco,2014,39.761849:-104.880625
Ensysce Biosciences,Technology,2.5,operating,USA,TX,Houston,2,Texas Wide Open for Business:2500000.0,1,-,-,-,-,-,-,-,Harris,2008,42.281821:-71.241542
Entangled Media,Software,11.675,operating,USA,CO,Boulder,3,Crosslink Capital:3540000|Draper Associates:3540000|Lowercase Capital:3540000|Mucker Capital:3540000|PROfounders Capital:3540000|Tekton Ventures:3540000|Brad Jones:3540000|Brian Lee:3540000|Kamran Pourzanjani:3540000,9,-,-,-,-,-,-,-,Boulder,2010,37.296867:-121.819306
Entech Solar,Technology,7.95,operating,USA,TX,Fort Worth,2,Quercus Trust:6950000,1,-,-,-,-,-,-,-,Tarrant,1984,37.727239:-123.032229
Entellium,Hardware,66,closed,USA,WA,Seattle,2,Ignition Partners:66000000.0|Sigma Partners:66000000.0,2,-,-,-,-,-,-,-,King,2000,29.780472:-95.386342
Entellus Medical,Health,92,operating,USA,MN,Plymouth,5,Covidien Ventures:35000000|Essex Woodlands Health Ventures:65000000.0|Greenspring Associates:35000000|Montagu Newhall Associates:15000000|Split Rock Partners:92000000.0|SV Life Sciences:92000000.0,6,-,-,-,-,-,-,-,Hennepin,2006,40.027443:-105.25174
Entelo,Management,8.675487,operating,USA,CA,San Francisco,4,Battery Ventures:3748000.0|Menlo Ventures:3500000|Talent Equity Ventures:3500000,3,-,-,-,-,-,-,-,San Francisco,2011,32.779542:-97.346335
EnterpriseDB,Software,64.921718,operating,USA,MA,Bedford,6,CRV:50500000.0|Comerica Bank:20000000|Fidelity Ventures:36000000.0|IBM (International Business Machines):16000000|Translink Capital:7500000|Valhalla Partners:50500000.0,6,-,-,-,-,-,-,-,Middlesex,2004,47.620499:-122.350876
Entertainment Media Works,Software,4,closed,USA,NY,New York,1,Granite Ventures:4000000,1,-,-,-,-,-,-,-,New York,2004,45.022045:-93.462576
Enthuse,Sports,2.6,operating,USA,CA,San Francisco,3,Allegro Venture Partners:2000000.0|Augustine Capital:600000|Bee Partners:1300000|Jarrod Yuster:700000|Maurice Werdegar:700000|Michael Chang:700000|Philipp Stauffer:700000,7,-,-,-,-,-,-,-,San Francisco,2011,37.727239:-123.032229
Entigral Systems,Manufacturing,1.67175,operating,USA,NC,Raleigh,4,Triangle Angel Partners:500000,1,-,-,-,-,-,-,-,Wake,2003,-1
Entomo,Software,14.569092,operating,USA,WA,Bellevue,3,Digital Partners:12000000|OVP Venture Partners:12000000|SeaPoint Ventures:12000000,3,-,-,-,-,-,-,-,King,1999,40.664274:-73.9385
Entone Technologies,Software,24,operating,USA,CA,Cupertino,2,Coral Capital Management:14500000|Menlo Ventures:24000000.0|Scale Venture Partners:24000000.0,3,-,-,-,-,-,-,-,Santa Clara,1999,37.727239:-123.032229
Entopsis,Technology,1.375,operating,USA,FL,Hialeah,2,Krillion Ventures:800000,1,-,-,-,-,-,-,-,Miami-dade,2011,35.830204:-78.641439
EnTouch Controls,Technology,16.75,operating,USA,TX,Richardson,4,NRG Energy:14250000.0|SJF Ventures:14250000.0|Trailblazer Capital:16750000.0,3,-,-,-,-,-,-,-,Dallas,2009,47.597839:-122.156489
Entrada,Software,6.800301,operating,USA,TN,Brentwood,6,Claritas Capital:3301135.0|Clayton Associates:3870301.0|FCA Venture Partners:3499166.0|Pantheon Ventures:1000000,4,-,-,-,-,-,-,-,Williamson,2005,37.319398:-122.044956
Entrustet,Software,0.04,operating,USA,WI,Madison,1,Start-Up Chile:40000,1,-,-,-,-,-,-,-,Dane,2008,25.869941:-80.302865
Entuity,Services,3.2,closed,USA,NY,New York,1,LMS Capital:3200000|Saffron Hill Ventures:3200000,2,-,-,-,-,-,-,-,New York,1997,32.972291:-96.708069
Enuclia Semiconductor,Hardware,13,closed,USA,OR,Beaverton,1,Menlo Ventures:13000000|Scale Venture Partners:13000000|Sevin Rosen Funds:13000000,3,-,-,-,-,-,-,-,Washington,2003,35.993029:-86.77431
Enumeral Biomedical,Technology,29.941703,ipo,USA,NY,New York,6,Harris & Harris Group:21500000|Mark Tompkins Montrose Capital:21500000,2,-,-,-,-,-,-,-,New York,2009,43.087806:-89.430121
Envelop VR,Software,6,operating,USA,WA,Bellevue,2,Alliance of Angels:2000000|KPCB Edge:4000000|Madrona Venture Group:4000000|Fritz Lanman:2000000|Geoff Entress:2000000|Hank Vigil:2000000|Howard Morgan:2000000|Rudy Gadre:2000000|Shana Fisher:2000000|Sujal Patel:2000000,10,-,-,-,-,-,-,-,King,2014,40.664274:-73.9385
Envenergy,Software,13.4,operating,USA,CA,Santa Barbara,1,Nth Power:13400000|OPG Ventures:13400000|Rustic Canyon Partners:13400000|Santa Barbara Technology Group:13400000|SP Capital:13400000|Summit Energy Ventures:13400000,6,-,-,-,-,-,-,-,Santa Barbara,2000,45.479567:-122.81497
Enventum,Software,0.235,operating,USA,CA,Santa Monica,2,Billiken Angels Network:235000,1,-,-,-,-,-,-,-,Los Angeles,2011,40.664274:-73.9385
Envia Systems,Technology,27.3,operating,USA,CA,Newark,3,Asahi Kasei:17000000|Bay Partners:20200000.0|General Motors Investment Management:17000000|Pangaea Ventures:17000000|Redpoint Ventures:20200000.0,5,-,-,-,-,-,-,-,Alameda,2007,47.597839:-122.156489
Envis,Software,6,operating,USA,CA,Santa Clara,1,Sigma Partners:6000000,1,-,-,-,-,-,-,-,Santa Clara,2006,34.398899:-119.713356
Envisage Technologies,Software,2.5,operating,USA,IN,Bloomington,1,Armory Capital:2500000,1,-,-,-,-,-,-,-,Monroe,2001,34.023413:-118.481666
Envisia Therapeutics,Technology,29.6,operating,USA,NC,Morrisville,2,Canaan Partners:25000000|Morningside Technology Partners:25000000|New Enterprise Associates:25000000|Pappas Ventures:25000000|Wakefield Group:25000000,5,-,-,-,-,-,-,-,Wake,2013,37.504141:-122.032359
Envivio,Communication,42.5,acquired,USA,CA,San Francisco,5,Atlantic Bridge:27500000.0|Crescendo Ventures:27500000.0|Fonds de solidarité FTQ:26000000.0|Harbinger Ventures:26000000.0|HarbourVest Partners:26000000.0|Innovacom:26000000.0|Intel Capital:26000000.0|NTT Finance:26000000.0|Omnes Capital:26000000.0|Saints Capital:26000000.0|Samsung Ventures:26000000.0,11,Ericsson,Mobile|Public Relations,SWE,26,Stockholm,125000000,USD,San Francisco,2000,37.364613:-121.967934
Envox Group,Services,5.28,acquired,USA,AZ,Phoenix,2,Favonius Ventures:5280000|Kennet Partners:5280000,2,Syntellect,Enterprise Software,USA,AZ,Phoenix,14000000,USD,Maricopa,1994,39.1637:-86.524264
Envoy,Business,16.15,operating,USA,CA,San Francisco,2,Andreessen Horowitz:15000000|Adam D'Angelo:1150000|Alexis Ohanian:1150000|Blake Krikorian:1150000|Garry Tan:1150000|Harj Taggar:1150000|Javier Olivan:1150000|Jeremy Stoppelman:1150000|Kent Liu:1150000|Razmig Hovaghimian:1150000|Bobby Goodlatte:1150000|Semil Shah:1150000|Tammy H. Nam:1150000|Yishan Wong:1150000|Yun-Fang Juan:1150000,15,-,-,-,-,-,-,-,San Francisco,2013,35.834444:-78.840821
Envoy - helloenvoy.com,Services,3.000002,operating,USA,CA,San Francisco,1,Eniac Ventures:3000002|Lowercase Capital:3000002|SoftTech VC:3000002|Structure Capital:3000002|Technicolor Ventures:3000002|Vayner/RSE:3000002|Douglas Feirstein:3000002|Edward Park:3000002|Fabrice Grinda:3000002|Gary Swart:3000002|Raj Gajwani:3000002|Tyler Willis:3000002,12,-,-,-,-,-,-,-,San Francisco,2012,37.727239:-123.032229
Envysion,Software,14.269616,operating,USA,CO,Louisville,5,Bear Equity:9500000.0|Columbia Capital:9500000.0|High Country Venture:9500000.0,3,-,-,-,-,-,-,-,Boulder,2006,33.572162:-112.087966
Eons,Services,32,closed,USA,MA,Boston,2,CRV:22000000|General Catalyst Partners:32000000.0|Humana:22000000|Intel Capital:22000000|Sequoia Capital:32000000.0,5,-,-,-,-,-,-,-,Suffolk,2005,37.727239:-123.032229
EoPlex Technologies,Software,16.1,operating,USA,CA,San Jose,3,ATA Ventures:11800000.0|Draper Fisher Jurvetson (DFJ):16100000.0|Draper Richards:12300000.0|Labrador Ventures:16100000.0,4,-,-,-,-,-,-,-,Santa Clara,2001,37.727239:-123.032229
eOriginal,Finance,8.848619,operating,USA,MD,Baltimore,2,GE Capital:6500000|Hat Creek Partners:6500000|Intel:6500000,3,-,-,-,-,-,-,-,Baltimore City,2009,39.969532:-105.143215
"EOS Climate, Inc.",Technology,10,operating,USA,CA,San Francisco,3,BP Ventures:4000000|Firelake Capital Management:6000000.0|Spring Ventures:5000000,3,-,-,-,-,-,-,-,San Francisco,2008,42.33196:-71.020173
Eos Energy Storage,Technology,40.1,operating,USA,NY,New York,3,AltEnergy:23000000|Fisher Brothers:23000000|NRG Energy:38000000.0,3,-,-,-,-,-,-,-,New York,2007,37.296867:-121.819306
ePAC Technologies,Software,46,operating,USA,CA,San Leandro,2,Investor Growth Capital:40000000|Menlo Ventures:40000000,2,-,-,-,-,-,-,-,Alameda,1998,39.300213:-76.610516
EPAM Systems,Finance,50,ipo,USA,PA,Newtown,1,Da Vinci Capital Management:50000000|Euroventures Capital Advisory:50000000|Renaissance Investment Management:50000000,3,-,-,-,-,-,-,-,Bucks,1993,37.727239:-123.032229
ePartners,Business,25,operating,USA,TX,Irving,1,Austin Ventures:25000000|Capital Resource Partners:25000000|Liberty Mutual Insurance:25000000|Madrona Venture Group:25000000|Mobius Venture Capital:25000000|Needham Capital Partners:25000000|Rustic Canyon Partners:25000000|TGF Management:25000000,8,-,-,-,-,-,-,-,Dallas,1992,40.664274:-73.9385
ePatientFinder,Health,3.155,operating,USA,TX,Austin,2,Congressman Billy Tauzin:575000,1,-,-,-,-,-,-,-,Travis,2013,37.704625:-122.161607
EpiBiome,Technology,0.12,operating,USA,CA,San Francisco,1,Illumina Accelerator:120000,1,-,-,-,-,-,-,-,San Francisco,2013,-1
Epic!,Entertainment,1.4,operating,USA,CA,Palo Alto,2,Innovation Endeavors:1400000|Jaina Capital:1400000|Maven Ventures Growth Labs:1400000|Menlo Ventures:1400000|Morado Venture Partners:1400000|Social Starts:1400000|Webb Investment Network:1400000|WI Harper Group:1400000,8,-,-,-,-,-,-,-,Santa Clara,2013,32.857748:-96.970022
Epic Playground,Software,0.585,operating,USA,CO,Boulder,2,DFJ Mercury:585000,1,-,-,-,-,-,-,-,Boulder,2009,30.307182:-97.755996
Epic Sciences,Technology,58,operating,USA,CA,La Jolla,3,Domain Associates:43000000.0|Pfizer Venture Investments:43000000.0|Roche Venture Fund:43000000.0|RusnanoMedInvest:30000000|Silicon Valley Bank:15000000|Arcus Ventures:30000000,6,-,-,-,-,-,-,-,San Diego,2008,37.727239:-123.032229
Epignosis,Education,0.993661269,operating,USA,CA,San Francisco,1,StartTech Ventures:993661.269153856,1,-,-,-,-,-,-,-,San Francisco,2012,37.399782:-122.142776
Epinions,Software,12,operating,USA,CA,Brisbane,1,August Capital:12000000|Benchmark:12000000|e.ventures:12000000|Goldman Sachs:12000000,4,-,-,-,-,-,-,-,San Mateo,1999,40.027443:-105.25174
Epion Health,Software,6.813355,operating,USA,NJ,Roseland,2,Deerfield:6813355,1,-,-,-,-,-,-,-,Essex,2011,-1
Epiphany Inc,Software,0.5,operating,USA,TX,Cypress,1,Lighter Capital:500000,1,-,-,-,-,-,-,-,Harris,2002,37.727239:-123.032229
Epiphyte,Finance,0.020352,operating,USA,CA,San Francisco,1,Startupbootcamp:20352,1,-,-,-,-,-,-,-,San Francisco,2013,37.67575:-122.383302
EpiVax,Software,3.671,operating,USA,RI,Providence,8,GBS/CIDP Foundation International:55000|National Institutes of Health:3616000.0,2,-,-,-,-,-,-,-,Providence,1998,40.819861:-74.310168
Epizyme,Technology,61.5,ipo,USA,MA,Cambridge,5,Amgen:32000000|Astellas Venture Management:32000000|Bay City Capital:32000000|Celgene:10000000|GlaxoSmithKline:4000000|Kleiner Perkins Caufield & Byers:32000000|Leukemia & Lymphoma Society:7500000|MPM Capital:32000000|New Enterprise Associates:8000000,9,-,-,-,-,-,-,-,Middlesex,2007,-1
Epoch Entertainment,Entertainment,2.27145,operating,USA,CA,San Francisco,2,UpWest Labs:200000,1,-,-,-,-,-,-,-,San Francisco,2012,37.727239:-123.032229
Eponym,Finance,1,operating,USA,NY,Brooklyn,1,Alexis Ohanian:1000000|Garry Tan:1000000|Jack Altman:1000000|Michael Liou:1000000|Sam Altman:1000000,5,-,-,-,-,-,-,-,Kings,2010,41.823056:-71.418779
Epoxy,Entertainment,8.5,operating,USA,CA,Los Angeles,2,Advancit Capital:8500000.0|BDMI:8500000.0|Downey Ventures:6500000|Greycroft Partners:8500000.0|Time Warner Investments:6500000|Upfront Ventures:8500000.0|Allen DeBevoise:2000000,7,-,-,-,-,-,-,-,Los Angeles,2012,42.375967:-71.118275
eProject,Management,23.7,operating,USA,WA,Seattle,3,Bay Partners:12000000|Genevest Consulting Group:8000000|Kennet Partners:20000000.0|Thomson Ventures:3700000|Vault Capital:3700000,5,-,-,-,-,-,-,-,King,1997,37.727239:-123.032229
Epy.io,Software,0.12,closed,USA,NY,Brooklyn,1,Bert Navarrete:120000|David Schafer:120000,2,-,-,-,-,-,-,-,Kings,2013,-1
Eqalix,Health,0.075,operating,USA,VA,Reston,2,Nanotechnology Institute in Philadelphia Pennsylvania:50000,1,-,-,-,-,-,-,-,Fairfax,2011,34.019394:-118.410825
Equallogic,Software,47,acquired,USA,NH,Nashua,3,CRV:35000000.0|Focus Ventures:20000000|Sigma Partners:35000000.0|TD Capital:32000000.0,4,Dell,Computers|Gadget|Hardware + Software|Manufacturing,USA,TX,Round Rock,1400000000,USD,Hillsborough,1984,47.620499:-122.350876
Equarius Risk Analytics LLC,Education,0.1,operating,USA,MI,Ann Arbor,1,LimnoTech:100000,1,-,-,-,-,-,-,-,Washtenaw,2013,-1
Equinix,Software,280,ipo,USA,CA,Foster City,2,AOL:80000000|Benchmark:80000000|The Carlyle Group:80000000|Cisco:80000000|Comdisco Ventures:80000000|Dell:80000000|E*Trade Financial Corporation:80000000|Enron:80000000|ePartners:80000000|Groupe Artémis:80000000|Microsoft:80000000|NorthPoint Communications Group:80000000|PCCW:80000000|Reuters Group Plc:80000000|Salomon Smith Barney:200000000|Temasek Holdings:80000000|Marc Andreessen:80000000,17,-,-,-,-,-,-,-,San Mateo,1998,38.948449:-77.342215
EquipmentShare.com,Software,2.22,operating,USA,MO,Columbia,2,FundersClub:2100000|Great Oaks Venture Capital:2100000|Romulus Capital:2100000|Sound Ventures:2100000|Wefunder:2100000|Y Combinator:2220000.0|Paul Buchheit:2100000,7,-,-,-,-,-,-,-,Boone,2014,42.749074:-71.490544
EQUISO,Manufacturing,2.141557,operating,USA,MA,Cambridge,3,Ralph A. Teed:1800000,1,-,-,-,-,-,-,-,Middlesex,2006,42.275641:-83.731333
EquityKey,Finance,10.5,operating,USA,CA,San Diego,3,Peter Sasaki:9400000.0|Richard Silver:9400000.0,2,-,-,-,-,-,-,-,San Diego,2006,37.56482:-122.250782
EquityLancer,Software,0.02,operating,USA,CA,San Francisco,1,Bob Lyons:20000|Chris Madeira:20000|Gabriel Rotman:20000|Ken Kwit:20000,4,-,-,-,-,-,-,-,San Francisco,2012,38.947939:-92.326097
EquityMetrix,Software,5,operating,USA,TX,Dallas,1,Peterson Partners:5000000,1,-,-,-,-,-,-,-,Dallas,2003,42.375967:-71.118275
EquityNet,Business,2.1,operating,USA,AR,Fayetteville,2,Proton Enterprises:2100000,1,-,-,-,-,-,-,-,Washington,2005,32.8153:-117.134993
EquityZen,Finance,3.499994,operating,USA,NY,New York,2,Vaidya Capital Partners:3499994,1,-,-,-,-,-,-,-,New York,2013,37.727239:-123.032229
EraGen Biosciences,Technology,12,acquired,USA,WI,Madison,1,First Analysis:12000000|Novartis Venture Fund:12000000|Prolog Ventures:12000000|Stonehenge Capital:12000000,4,Luminex,Biotechnology|Health Diagnostics,USA,TX,Austin,34000000,USD,Dane,1994,32.794176:-96.765503
Erecruit,Software,25,operating,USA,MA,Boston,1,North Bridge Venture Partners & Growth Equity:25000000,1,-,-,-,-,-,-,-,Suffolk,2009,36.071561:-94.16654
HYLA Mobile,Technology,311.453228,operating,USA,TX,Irving,4,Kleiner Perkins Caufield & Byers:140000000.0|NGEN Partners:105000000|OPENAIR Equity Partners:140000000.0|RRE Ventures:105000000|Silver Lake Partners:105000000|SJF Ventures:105000000,6,-,-,-,-,-,-,-,Dallas,2009,40.664274:-73.9385
eRelevance Corporation,Services,3.5,operating,USA,TX,Austin,3,Martin Ventures:1400000,1,-,-,-,-,-,-,-,Travis,2013,43.087806:-89.430121
eReplacements,Software,0.4,operating,USA,TX,Grapevine,1,AAP Trust:400000,1,-,-,-,-,-,-,-,Tarrant,2005,42.33196:-71.020173
Errplane,Software,8.1,operating,USA,NY,New York,2,Mayfield Fund:8100000|Trinity Ventures:8100000,2,-,-,-,-,-,-,-,New York,2012,32.857748:-96.970022
Escalate,Software,38.1,operating,USA,CA,San Diego,1,Accel:38100000|Bank of Singapore:38100000|Charter Growth Capital:38100000|e.ventures:38100000|Norwest Venture Partners - NVP:38100000,5,-,-,-,-,-,-,-,San Diego,2006,30.307182:-97.755996
eShakti.com,Services,18.5,operating,USA,WA,Sammamish,2,IDG Ventures India:18500000.0|IvyCap Ventures:14500000,2,-,-,-,-,-,-,-,King,2001,32.934107:-97.076533
eShares,Software,25.8,operating,USA,CA,Mountain View,3,Anthemis Group:17000000|Draper Associates:1800000|Draper Fisher Jurvetson (DFJ):1800000|Expansion Venture Capital:25800000.0|Industry Ventures:17000000|K9 Ventures:8800000.0|Kima Ventures:1800000|Service Provider Capital:7000000|SierraMaya360:17000000|Spark Capital:24000000.0|Structure Capital:1800000|Subtraction Capital:25800000.0|TEEC Angel Fund:1800000|Union Square Ventures:24000000.0|XG Ventures:1800000|Andy Palmer:1800000|Scott Banister:1800000|Semil Shah:7000000|Todd Corenson:1800000,19,-,-,-,-,-,-,-,Santa Clara,2012,40.664274:-73.9385
